num_docks_disabled,num_bikes_available,eightd_has_available_keys,is_returning,last_reported,num_ebikes_available,num_bikes_disabled,station_id,is_renting,station_status,is_installed,legacy_id,num_docks_available
0,9,False,1,1670176461,0,0,571,1,active,1,571,2
0,10,False,1,1670147965,0,0,572,1,active,1,572,1
0,6,False,1,1670192024,0,0,573,1,active,1,573,5
0,4,False,1,1670147966,0,0,574,1,active,1,574,5
0,9,False,1,1670147965,0,0,575,1,active,1,575,2
0,5,False,1,1670214876,0,0,576,1,active,1,576,6
0,10,False,1,1670189445,0,0,577,1,active,1,577,1
0,1,False,1,1670200656,0,0,578,1,active,1,578,10
0,17,False,1,1670215755,0,1,582,1,active,1,582,1
0,0,False,1,1670202325,0,0,583,1,active,1,583,19
0,5,False,1,1670188825,0,0,584,1,active,1,584,6
0,7,False,1,1670175815,0,0,585,1,active,1,585,4
0,4,False,1,1670152462,0,0,586,1,active,1,586,10
0,8,False,1,1670190531,0,0,587,1,active,1,587,3
0,6,False,1,1670191601,0,0,589,1,active,1,589,5
0,7,False,1,1670212409,0,0,590,1,active,1,590,12
0,7,False,1,1670201265,0,0,591,1,active,1,591,12
